image,breed_id,species,breed
english_setter_175,21,dog,english_setter
Maine_Coon_231,4,cat,Maine_Coon
scottish_terrier_63,24,dog,scottish_terrier
basset_hound_119,33,dog,basset_hound
British_Shorthair_79,8,cat,British_Shorthair
english_cocker_spaniel_71,29,dog,english_cocker_spaniel
Egyptian_Mau_19,0,cat,Egyptian_Mau
Birman_127,10,cat,Birman
german_shorthaired_43,15,dog,german_shorthaired
american_pit_bull_terrier_32,26,dog,american_pit_bull_terrier
american_pit_bull_terrier_157,26,dog,american_pit_bull_terrier
yorkshire_terrier_195,25,dog,yorkshire_terrier
Persian_201,1,cat,Persian
Siamese_93,5,cat,Siamese
Bengal_53,9,cat,Bengal
British_Shorthair_155,8,cat,British_Shorthair
Ragdoll_151,2,cat,Ragdoll
wheaten_terrier_77,14,dog,wheaten_terrier
boxer_131,17,dog,boxer
beagle_75,35,dog,beagle
chihuahua_110,23,dog,chihuahua
Bengal_79,9,cat,Bengal
keeshond_72,28,dog,keeshond
english_cocker_spaniel_34,29,dog,english_cocker_spaniel
keeshond_91,28,dog,keeshond
scottish_terrier_195,24,dog,scottish_terrier
boxer_84,17,dog,boxer
keeshond_120,28,dog,keeshond
english_cocker_spaniel_53,29,dog,english_cocker_spaniel
english_cocker_spaniel_98,29,dog,english_cocker_spaniel
havanese_88,13,dog,havanese
Bombay_221,3,cat,Bombay
Abyssinian_195,6,cat,Abyssinian
wheaten_terrier_130,14,dog,wheaten_terrier
basset_hound_92,33,dog,basset_hound
great_pyrenees_53,12,dog,great_pyrenees
scottish_terrier_74,24,dog,scottish_terrier
Abyssinian_31,6,cat,Abyssinian
Sphynx_167,7,cat,Sphynx
scottish_terrier_178,24,dog,scottish_terrier
japanese_chin_151,22,dog,japanese_chin
Siamese_200,5,cat,Siamese
Ragdoll_43,2,cat,Ragdoll
miniature_pinscher_88,19,dog,miniature_pinscher
american_pit_bull_terrier_22,26,dog,american_pit_bull_terrier
Bengal_49,9,cat,Bengal
Bengal_188,9,cat,Bengal
havanese_50,13,dog,havanese
Ragdoll_98,2,cat,Ragdoll
saint_bernard_193,32,dog,saint_bernard
great_pyrenees_6,12,dog,great_pyrenees
British_Shorthair_43,8,cat,British_Shorthair
Egyptian_Mau_178,0,cat,Egyptian_Mau
american_bulldog_33,36,dog,american_bulldog
shiba_inu_131,20,dog,shiba_inu
saint_bernard_116,32,dog,saint_bernard
havanese_93,13,dog,havanese
pomeranian_195,31,dog,pomeranian
Maine_Coon_3,4,cat,Maine_Coon
german_shorthaired_101,15,dog,german_shorthaired
Abyssinian_133,6,cat,Abyssinian
Birman_153,10,cat,Birman
american_pit_bull_terrier_160,26,dog,american_pit_bull_terrier
yorkshire_terrier_29,25,dog,yorkshire_terrier
Bengal_118,9,cat,Bengal
american_bulldog_49,36,dog,american_bulldog
Ragdoll_252,2,cat,Ragdoll
shiba_inu_8,20,dog,shiba_inu
miniature_pinscher_111,19,dog,miniature_pinscher
american_bulldog_119,36,dog,american_bulldog
Sphynx_183,7,cat,Sphynx
Bombay_201,3,cat,Bombay
english_setter_81,21,dog,english_setter
newfoundland_160,34,dog,newfoundland
Persian_121,1,cat,Persian
Bombay_106,3,cat,Bombay
american_pit_bull_terrier_56,26,dog,american_pit_bull_terrier
chihuahua_63,23,dog,chihuahua
wheaten_terrier_115,14,dog,wheaten_terrier
english_setter_53,21,dog,english_setter
Maine_Coon_67,4,cat,Maine_Coon
beagle_13,35,dog,beagle
great_pyrenees_169,12,dog,great_pyrenees
samoyed_74,16,dog,samoyed
leonberger_54,18,dog,leonberger
saint_bernard_198,32,dog,saint_bernard
beagle_127,35,dog,beagle
american_pit_bull_terrier_12,26,dog,american_pit_bull_terrier
Egyptian_Mau_204,0,cat,Egyptian_Mau
Birman_81,10,cat,Birman
Bombay_126,3,cat,Bombay
British_Shorthair_179,8,cat,British_Shorthair
staffordshire_bull_terrier_119,30,dog,staffordshire_bull_terrier
german_shorthaired_97,15,dog,german_shorthaired
Abyssinian_19,6,cat,Abyssinian
havanese_159,13,dog,havanese
Bengal_52,9,cat,Bengal
Bengal_7,9,cat,Bengal
american_pit_bull_terrier_202,26,dog,american_pit_bull_terrier
boxer_165,17,dog,boxer
wheaten_terrier_18,14,dog,wheaten_terrier
havanese_83,13,dog,havanese
Sphynx_23,7,cat,Sphynx
Bombay_71,3,cat,Bombay
basset_hound_123,33,dog,basset_hound
japanese_chin_100,22,dog,japanese_chin
basset_hound_140,33,dog,basset_hound
english_setter_116,21,dog,english_setter
Birman_172,10,cat,Birman
samoyed_7,16,dog,samoyed
Russian_Blue_169,11,cat,Russian_Blue
Birman_120,10,cat,Birman
Russian_Blue_35,11,cat,Russian_Blue
keeshond_139,28,dog,keeshond
great_pyrenees_122,12,dog,great_pyrenees
havanese_65,13,dog,havanese
beagle_122,35,dog,beagle
shiba_inu_25,20,dog,shiba_inu
miniature_pinscher_49,19,dog,miniature_pinscher
British_Shorthair_173,8,cat,British_Shorthair
Russian_Blue_165,11,cat,Russian_Blue
Maine_Coon_18,4,cat,Maine_Coon
samoyed_72,16,dog,samoyed
pug_202,27,dog,pug
Birman_169,10,cat,Birman
yorkshire_terrier_95,25,dog,yorkshire_terrier
german_shorthaired_119,15,dog,german_shorthaired
Persian_165,1,cat,Persian
havanese_97,13,dog,havanese
japanese_chin_33,22,dog,japanese_chin
havanese_80,13,dog,havanese
chihuahua_140,23,dog,chihuahua
pomeranian_162,31,dog,pomeranian
wheaten_terrier_131,14,dog,wheaten_terrier
miniature_pinscher_140,19,dog,miniature_pinscher
Persian_187,1,cat,Persian
Sphynx_27,7,cat,Sphynx
american_bulldog_126,36,dog,american_bulldog
Sphynx_243,7,cat,Sphynx
german_shorthaired_180,15,dog,german_shorthaired
British_Shorthair_128,8,cat,British_Shorthair
Birman_118,10,cat,Birman
american_pit_bull_terrier_90,26,dog,american_pit_bull_terrier
Russian_Blue_171,11,cat,Russian_Blue
boxer_65,17,dog,boxer
yorkshire_terrier_200,25,dog,yorkshire_terrier
British_Shorthair_193,8,cat,British_Shorthair
great_pyrenees_24,12,dog,great_pyrenees
japanese_chin_87,22,dog,japanese_chin
staffordshire_bull_terrier_70,30,dog,staffordshire_bull_terrier
yorkshire_terrier_14,25,dog,yorkshire_terrier
Bengal_9,9,cat,Bengal
Bengal_130,9,cat,Bengal
american_bulldog_41,36,dog,american_bulldog
staffordshire_bull_terrier_167,30,dog,staffordshire_bull_terrier
american_bulldog_97,36,dog,american_bulldog
german_shorthaired_17,15,dog,german_shorthaired
basset_hound_49,33,dog,basset_hound
Russian_Blue_74,11,cat,Russian_Blue
British_Shorthair_78,8,cat,British_Shorthair
american_pit_bull_terrier_55,26,dog,american_pit_bull_terrier
basset_hound_184,33,dog,basset_hound
japanese_chin_76,22,dog,japanese_chin
english_cocker_spaniel_81,29,dog,english_cocker_spaniel
shiba_inu_79,20,dog,shiba_inu
yorkshire_terrier_117,25,dog,yorkshire_terrier
Sphynx_172,7,cat,Sphynx
British_Shorthair_267,8,cat,British_Shorthair
english_cocker_spaniel_100,29,dog,english_cocker_spaniel
german_shorthaired_198,15,dog,german_shorthaired
Siamese_14,5,cat,Siamese
wheaten_terrier_79,14,dog,wheaten_terrier
Abyssinian_13,6,cat,Abyssinian
chihuahua_49,23,dog,chihuahua
Siamese_20,5,cat,Siamese
beagle_57,35,dog,beagle
saint_bernard_67,32,dog,saint_bernard
english_setter_85,21,dog,english_setter
Ragdoll_82,2,cat,Ragdoll
Maine_Coon_241,4,cat,Maine_Coon
Egyptian_Mau_123,0,cat,Egyptian_Mau
Birman_22,10,cat,Birman
staffordshire_bull_terrier_112,30,dog,staffordshire_bull_terrier
saint_bernard_37,32,dog,saint_bernard
beagle_100,35,dog,beagle
leonberger_37,18,dog,leonberger
american_bulldog_72,36,dog,american_bulldog
leonberger_2,18,dog,leonberger
scottish_terrier_36,24,dog,scottish_terrier
Abyssinian_73,6,cat,Abyssinian
Persian_27,1,cat,Persian
basset_hound_42,33,dog,basset_hound
chihuahua_4,23,dog,chihuahua
staffordshire_bull_terrier_53,30,dog,staffordshire_bull_terrier
basset_hound_61,33,dog,basset_hound
Maine_Coon_69,4,cat,Maine_Coon
leonberger_198,18,dog,leonberger
shiba_inu_26,20,dog,shiba_inu
Russian_Blue_71,11,cat,Russian_Blue
yorkshire_terrier_36,25,dog,yorkshire_terrier
Bengal_76,9,cat,Bengal
chihuahua_191,23,dog,chihuahua
beagle_69,35,dog,beagle
pug_26,27,dog,pug
english_cocker_spaniel_57,29,dog,english_cocker_spaniel
samoyed_42,16,dog,samoyed
shiba_inu_116,20,dog,shiba_inu
wheaten_terrier_85,14,dog,wheaten_terrier
keeshond_179,28,dog,keeshond
american_pit_bull_terrier_118,26,dog,american_pit_bull_terrier
staffordshire_bull_terrier_1,30,dog,staffordshire_bull_terrier
keeshond_64,28,dog,keeshond
english_cocker_spaniel_131,29,dog,english_cocker_spaniel
Siamese_164,5,cat,Siamese
american_bulldog_87,36,dog,american_bulldog
Siamese_191,5,cat,Siamese
Bombay_6,3,cat,Bombay
leonberger_46,18,dog,leonberger
beagle_79,35,dog,beagle
keeshond_126,28,dog,keeshond
Bengal_32,9,cat,Bengal
beagle_156,35,dog,beagle
scottish_terrier_198,24,dog,scottish_terrier
Bombay_151,3,cat,Bombay
Bengal_15,9,cat,Bengal
havanese_134,13,dog,havanese
english_setter_111,21,dog,english_setter
wheaten_terrier_58,14,dog,wheaten_terrier
pug_144,27,dog,pug
Bengal_69,9,cat,Bengal
great_pyrenees_148,12,dog,great_pyrenees
keeshond_109,28,dog,keeshond
Persian_32,1,cat,Persian
Bombay_43,3,cat,Bombay
shiba_inu_85,20,dog,shiba_inu
english_cocker_spaniel_167,29,dog,english_cocker_spaniel
boxer_9,17,dog,boxer
keeshond_22,28,dog,keeshond
shiba_inu_63,20,dog,shiba_inu
pug_73,27,dog,pug
scottish_terrier_4,24,dog,scottish_terrier
american_bulldog_73,36,dog,american_bulldog
chihuahua_146,23,dog,chihuahua
havanese_126,13,dog,havanese
american_bulldog_123,36,dog,american_bulldog
Egyptian_Mau_1,0,cat,Egyptian_Mau
boxer_151,17,dog,boxer
pomeranian_168,31,dog,pomeranian
Persian_258,1,cat,Persian
Siamese_130,5,cat,Siamese
Bombay_82,3,cat,Bombay
Abyssinian_99,6,cat,Abyssinian
Persian_103,1,cat,Persian
chihuahua_93,23,dog,chihuahua
British_Shorthair_57,8,cat,British_Shorthair
Egyptian_Mau_111,0,cat,Egyptian_Mau
pug_65,27,dog,pug
pomeranian_7,31,dog,pomeranian
newfoundland_92,34,dog,newfoundland
wheaten_terrier_198,14,dog,wheaten_terrier
english_setter_123,21,dog,english_setter
miniature_pinscher_126,19,dog,miniature_pinscher
Abyssinian_3,6,cat,Abyssinian
english_setter_9,21,dog,english_setter
staffordshire_bull_terrier_95,30,dog,staffordshire_bull_terrier
Ragdoll_205,2,cat,Ragdoll
Maine_Coon_5,4,cat,Maine_Coon
miniature_pinscher_38,19,dog,miniature_pinscher
japanese_chin_160,22,dog,japanese_chin
pomeranian_178,31,dog,pomeranian
havanese_139,13,dog,havanese
Bombay_66,3,cat,Bombay
american_bulldog_121,36,dog,american_bulldog
basset_hound_24,33,dog,basset_hound
Persian_185,1,cat,Persian
Sphynx_80,7,cat,Sphynx
yorkshire_terrier_199,25,dog,yorkshire_terrier
boxer_101,17,dog,boxer
Bombay_41,3,cat,Bombay
Abyssinian_173,6,cat,Abyssinian
leonberger_105,18,dog,leonberger
japanese_chin_36,22,dog,japanese_chin
keeshond_8,28,dog,keeshond
american_pit_bull_terrier_170,26,dog,american_pit_bull_terrier
pug_63,27,dog,pug
scottish_terrier_131,24,dog,scottish_terrier
basset_hound_26,33,dog,basset_hound
boxer_71,17,dog,boxer
great_pyrenees_86,12,dog,great_pyrenees
newfoundland_87,34,dog,newfoundland
pug_48,27,dog,pug
leonberger_67,18,dog,leonberger
pomeranian_14,31,dog,pomeranian
boxer_30,17,dog,boxer
english_setter_167,21,dog,english_setter
samoyed_85,16,dog,samoyed
Ragdoll_169,2,cat,Ragdoll
havanese_64,13,dog,havanese
pug_117,27,dog,pug
yorkshire_terrier_139,25,dog,yorkshire_terrier
american_pit_bull_terrier_52,26,dog,american_pit_bull_terrier
miniature_pinscher_116,19,dog,miniature_pinscher
Sphynx_104,7,cat,Sphynx
havanese_113,13,dog,havanese
miniature_pinscher_56,19,dog,miniature_pinscher
Russian_Blue_111,11,cat,Russian_Blue
german_shorthaired_22,15,dog,german_shorthaired
yorkshire_terrier_174,25,dog,yorkshire_terrier
staffordshire_bull_terrier_39,30,dog,staffordshire_bull_terrier
wheaten_terrier_172,14,dog,wheaten_terrier
Abyssinian_62,6,cat,Abyssinian
newfoundland_197,34,dog,newfoundland
basset_hound_20,33,dog,basset_hound
Ragdoll_90,2,cat,Ragdoll
great_pyrenees_50,12,dog,great_pyrenees
Ragdoll_64,2,cat,Ragdoll
Persian_256,1,cat,Persian
japanese_chin_169,22,dog,japanese_chin
Abyssinian_139,6,cat,Abyssinian
keeshond_181,28,dog,keeshond
german_shorthaired_81,15,dog,german_shorthaired
samoyed_89,16,dog,samoyed
shiba_inu_42,20,dog,shiba_inu
Bombay_18,3,cat,Bombay
Birman_72,10,cat,Birman
havanese_106,13,dog,havanese
Siamese_204,5,cat,Siamese
english_setter_10,21,dog,english_setter
scottish_terrier_9,24,dog,scottish_terrier
boxer_176,17,dog,boxer
boxer_164,17,dog,boxer
english_setter_131,21,dog,english_setter
japanese_chin_70,22,dog,japanese_chin
american_bulldog_148,36,dog,american_bulldog
great_pyrenees_93,12,dog,great_pyrenees
german_shorthaired_63,15,dog,german_shorthaired
chihuahua_71,23,dog,chihuahua
Persian_180,1,cat,Persian
Siamese_112,5,cat,Siamese
havanese_45,13,dog,havanese
Egyptian_Mau_84,0,cat,Egyptian_Mau
Egyptian_Mau_109,0,cat,Egyptian_Mau
boxer_145,17,dog,boxer
staffordshire_bull_terrier_19,30,dog,staffordshire_bull_terrier
boxer_127,17,dog,boxer
Siamese_86,5,cat,Siamese
keeshond_96,28,dog,keeshond
scottish_terrier_6,24,dog,scottish_terrier
British_Shorthair_205,8,cat,British_Shorthair
boxer_79,17,dog,boxer
miniature_pinscher_34,19,dog,miniature_pinscher
havanese_9,13,dog,havanese
scottish_terrier_108,24,dog,scottish_terrier
Egyptian_Mau_114,0,cat,Egyptian_Mau
chihuahua_87,23,dog,chihuahua
saint_bernard_135,32,dog,saint_bernard
scottish_terrier_62,24,dog,scottish_terrier
Russian_Blue_90,11,cat,Russian_Blue
saint_bernard_66,32,dog,saint_bernard
Russian_Blue_33,11,cat,Russian_Blue
yorkshire_terrier_74,25,dog,yorkshire_terrier
samoyed_78,16,dog,samoyed
Sphynx_195,7,cat,Sphynx
pomeranian_29,31,dog,pomeranian
staffordshire_bull_terrier_160,30,dog,staffordshire_bull_terrier
yorkshire_terrier_108,25,dog,yorkshire_terrier
wheaten_terrier_151,14,dog,wheaten_terrier
Bengal_6,9,cat,Bengal
boxer_15,17,dog,boxer
boxer_22,17,dog,boxer
german_shorthaired_181,15,dog,german_shorthaired
samoyed_60,16,dog,samoyed
american_bulldog_212,36,dog,american_bulldog
scottish_terrier_142,24,dog,scottish_terrier
Abyssinian_216,6,cat,Abyssinian
saint_bernard_18,32,dog,saint_bernard
pomeranian_44,31,dog,pomeranian
samoyed_2,16,dog,samoyed
beagle_200,35,dog,beagle
havanese_132,13,dog,havanese
scottish_terrier_86,24,dog,scottish_terrier
great_pyrenees_4,12,dog,great_pyrenees
havanese_77,13,dog,havanese
leonberger_186,18,dog,leonberger
newfoundland_110,34,dog,newfoundland
Bombay_194,3,cat,Bombay
Bombay_94,3,cat,Bombay
scottish_terrier_78,24,dog,scottish_terrier
pomeranian_149,31,dog,pomeranian
Persian_164,1,cat,Persian
Maine_Coon_162,4,cat,Maine_Coon
basset_hound_43,33,dog,basset_hound
scottish_terrier_149,24,dog,scottish_terrier
Sphynx_174,7,cat,Sphynx
Bengal_183,9,cat,Bengal
Bombay_127,3,cat,Bombay
boxer_185,17,dog,boxer
Russian_Blue_89,11,cat,Russian_Blue
Abyssinian_111,6,cat,Abyssinian
japanese_chin_13,22,dog,japanese_chin
chihuahua_139,23,dog,chihuahua
Maine_Coon_153,4,cat,Maine_Coon
german_shorthaired_86,15,dog,german_shorthaired
keeshond_151,28,dog,keeshond
japanese_chin_105,22,dog,japanese_chin
Persian_168,1,cat,Persian
Siamese_23,5,cat,Siamese
german_shorthaired_109,15,dog,german_shorthaired
Sphynx_76,7,cat,Sphynx
British_Shorthair_108,8,cat,British_Shorthair
samoyed_91,16,dog,samoyed
german_shorthaired_192,15,dog,german_shorthaired
yorkshire_terrier_113,25,dog,yorkshire_terrier
american_pit_bull_terrier_59,26,dog,american_pit_bull_terrier
american_bulldog_31,36,dog,american_bulldog
Egyptian_Mau_78,0,cat,Egyptian_Mau
beagle_37,35,dog,beagle
saint_bernard_61,32,dog,saint_bernard
boxer_147,17,dog,boxer
great_pyrenees_81,12,dog,great_pyrenees
Russian_Blue_76,11,cat,Russian_Blue
Ragdoll_143,2,cat,Ragdoll
Russian_Blue_31,11,cat,Russian_Blue
english_cocker_spaniel_186,29,dog,english_cocker_spaniel
Sphynx_134,7,cat,Sphynx
Siamese_138,5,cat,Siamese
Siamese_59,5,cat,Siamese
english_setter_67,21,dog,english_setter
saint_bernard_65,32,dog,saint_bernard
keeshond_125,28,dog,keeshond
miniature_pinscher_43,19,dog,miniature_pinscher
pomeranian_21,31,dog,pomeranian
Persian_99,1,cat,Persian
pomeranian_81,31,dog,pomeranian
Sphynx_199,7,cat,Sphynx
pomeranian_95,31,dog,pomeranian
wheaten_terrier_140,14,dog,wheaten_terrier
pug_140,27,dog,pug
Abyssinian_29,6,cat,Abyssinian
beagle_16,35,dog,beagle
japanese_chin_46,22,dog,japanese_chin
pomeranian_165,31,dog,pomeranian
samoyed_41,16,dog,samoyed
saint_bernard_191,32,dog,saint_bernard
boxer_97,17,dog,boxer
staffordshire_bull_terrier_27,30,dog,staffordshire_bull_terrier
yorkshire_terrier_89,25,dog,yorkshire_terrier
great_pyrenees_161,12,dog,great_pyrenees
Ragdoll_9,2,cat,Ragdoll
shiba_inu_199,20,dog,shiba_inu
miniature_pinscher_66,19,dog,miniature_pinscher
scottish_terrier_16,24,dog,scottish_terrier
British_Shorthair_133,8,cat,British_Shorthair
english_cocker_spaniel_180,29,dog,english_cocker_spaniel
Maine_Coon_137,4,cat,Maine_Coon
miniature_pinscher_44,19,dog,miniature_pinscher
german_shorthaired_108,15,dog,german_shorthaired
Bombay_125,3,cat,Bombay
japanese_chin_49,22,dog,japanese_chin
american_pit_bull_terrier_79,26,dog,american_pit_bull_terrier
wheaten_terrier_80,14,dog,wheaten_terrier
english_setter_43,21,dog,english_setter
pug_196,27,dog,pug
Sphynx_201,7,cat,Sphynx
scottish_terrier_133,24,dog,scottish_terrier
newfoundland_78,34,dog,newfoundland
Ragdoll_124,2,cat,Ragdoll
shiba_inu_117,20,dog,shiba_inu
pug_132,27,dog,pug
american_pit_bull_terrier_27,26,dog,american_pit_bull_terrier
japanese_chin_133,22,dog,japanese_chin
Maine_Coon_266,4,cat,Maine_Coon
Egyptian_Mau_134,0,cat,Egyptian_Mau
great_pyrenees_73,12,dog,great_pyrenees
keeshond_69,28,dog,keeshond
pomeranian_78,31,dog,pomeranian
saint_bernard_121,32,dog,saint_bernard
Ragdoll_49,2,cat,Ragdoll
wheaten_terrier_61,14,dog,wheaten_terrier
havanese_124,13,dog,havanese
english_cocker_spaniel_49,29,dog,english_cocker_spaniel
pomeranian_136,31,dog,pomeranian
saint_bernard_63,32,dog,saint_bernard
beagle_187,35,dog,beagle
american_pit_bull_terrier_186,26,dog,american_pit_bull_terrier
Sphynx_84,7,cat,Sphynx
Egyptian_Mau_188,0,cat,Egyptian_Mau
basset_hound_51,33,dog,basset_hound
english_setter_137,21,dog,english_setter
boxer_89,17,dog,boxer
pomeranian_56,31,dog,pomeranian
Ragdoll_77,2,cat,Ragdoll
staffordshire_bull_terrier_165,30,dog,staffordshire_bull_terrier
english_setter_132,21,dog,english_setter
shiba_inu_119,20,dog,shiba_inu
basset_hound_153,33,dog,basset_hound
boxer_41,17,dog,boxer
wheaten_terrier_87,14,dog,wheaten_terrier
english_setter_138,21,dog,english_setter
basset_hound_109,33,dog,basset_hound
japanese_chin_10,22,dog,japanese_chin
Abyssinian_141,6,cat,Abyssinian
havanese_95,13,dog,havanese
chihuahua_79,23,dog,chihuahua
german_shorthaired_67,15,dog,german_shorthaired
english_cocker_spaniel_62,29,dog,english_cocker_spaniel
samoyed_40,16,dog,samoyed
British_Shorthair_87,8,cat,British_Shorthair
great_pyrenees_125,12,dog,great_pyrenees
german_shorthaired_159,15,dog,german_shorthaired
Bengal_42,9,cat,Bengal
pomeranian_1,31,dog,pomeranian
Russian_Blue_47,11,cat,Russian_Blue
Bengal_127,9,cat,Bengal
leonberger_41,18,dog,leonberger
Birman_52,10,cat,Birman
german_shorthaired_61,15,dog,german_shorthaired
Abyssinian_1,6,cat,Abyssinian
Maine_Coon_169,4,cat,Maine_Coon
great_pyrenees_153,12,dog,great_pyrenees
leonberger_178,18,dog,leonberger
american_pit_bull_terrier_145,26,dog,american_pit_bull_terrier
pomeranian_131,31,dog,pomeranian
Russian_Blue_168,11,cat,Russian_Blue
Abyssinian_43,6,cat,Abyssinian
newfoundland_80,34,dog,newfoundland
german_shorthaired_39,15,dog,german_shorthaired
boxer_83,17,dog,boxer
english_setter_164,21,dog,english_setter
Sphynx_94,7,cat,Sphynx
boxer_48,17,dog,boxer
Russian_Blue_187,11,cat,Russian_Blue
Ragdoll_83,2,cat,Ragdoll
great_pyrenees_101,12,dog,great_pyrenees
newfoundland_85,34,dog,newfoundland
great_pyrenees_66,12,dog,great_pyrenees
english_setter_136,21,dog,english_setter
wheaten_terrier_158,14,dog,wheaten_terrier
British_Shorthair_101,8,cat,British_Shorthair
english_setter_74,21,dog,english_setter
english_cocker_spaniel_66,29,dog,english_cocker_spaniel
Persian_129,1,cat,Persian
chihuahua_194,23,dog,chihuahua
chihuahua_26,23,dog,chihuahua
american_bulldog_100,36,dog,american_bulldog
staffordshire_bull_terrier_155,30,dog,staffordshire_bull_terrier
Bombay_101,3,cat,Bombay
Maine_Coon_140,4,cat,Maine_Coon
Maine_Coon_34,4,cat,Maine_Coon
great_pyrenees_51,12,dog,great_pyrenees
Russian_Blue_191,11,cat,Russian_Blue
yorkshire_terrier_72,25,dog,yorkshire_terrier
Birman_42,10,cat,Birman
Persian_49,1,cat,Persian
wheaten_terrier_90,14,dog,wheaten_terrier
great_pyrenees_163,12,dog,great_pyrenees
wheaten_terrier_72,14,dog,wheaten_terrier
boxer_175,17,dog,boxer
Persian_106,1,cat,Persian
yorkshire_terrier_100,25,dog,yorkshire_terrier
english_setter_199,21,dog,english_setter
basset_hound_74,33,dog,basset_hound
american_bulldog_46,36,dog,american_bulldog
boxer_130,17,dog,boxer
Maine_Coon_129,4,cat,Maine_Coon
keeshond_185,28,dog,keeshond
beagle_163,35,dog,beagle
american_bulldog_134,36,dog,american_bulldog
Bombay_40,3,cat,Bombay
Persian_97,1,cat,Persian
leonberger_193,18,dog,leonberger
pug_158,27,dog,pug
Abyssinian_213,6,cat,Abyssinian
wheaten_terrier_48,14,dog,wheaten_terrier
Ragdoll_201,2,cat,Ragdoll
japanese_chin_66,22,dog,japanese_chin
Maine_Coon_84,4,cat,Maine_Coon
shiba_inu_74,20,dog,shiba_inu
Bombay_148,3,cat,Bombay
wheaten_terrier_94,14,dog,wheaten_terrier
samoyed_200,16,dog,samoyed
Siamese_249,5,cat,Siamese
wheaten_terrier_82,14,dog,wheaten_terrier
Ragdoll_131,2,cat,Ragdoll
yorkshire_terrier_73,25,dog,yorkshire_terrier
scottish_terrier_172,24,dog,scottish_terrier
boxer_156,17,dog,boxer
yorkshire_terrier_107,25,dog,yorkshire_terrier
Abyssinian_85,6,cat,Abyssinian
pug_59,27,dog,pug
american_bulldog_199,36,dog,american_bulldog
Sphynx_112,7,cat,Sphynx
english_setter_71,21,dog,english_setter
Bombay_180,3,cat,Bombay
staffordshire_bull_terrier_124,30,dog,staffordshire_bull_terrier
pug_135,27,dog,pug
japanese_chin_148,22,dog,japanese_chin
beagle_66,35,dog,beagle
saint_bernard_8,32,dog,saint_bernard
British_Shorthair_181,8,cat,British_Shorthair
yorkshire_terrier_104,25,dog,yorkshire_terrier
Russian_Blue_78,11,cat,Russian_Blue
japanese_chin_194,22,dog,japanese_chin
Persian_133,1,cat,Persian
yorkshire_terrier_116,25,dog,yorkshire_terrier
Maine_Coon_219,4,cat,Maine_Coon
german_shorthaired_116,15,dog,german_shorthaired
pomeranian_62,31,dog,pomeranian
english_setter_190,21,dog,english_setter
Abyssinian_24,6,cat,Abyssinian
newfoundland_102,34,dog,newfoundland
american_pit_bull_terrier_174,26,dog,american_pit_bull_terrier
american_pit_bull_terrier_164,26,dog,american_pit_bull_terrier
Egyptian_Mau_18,0,cat,Egyptian_Mau
wheaten_terrier_44,14,dog,wheaten_terrier
yorkshire_terrier_178,25,dog,yorkshire_terrier
pomeranian_8,31,dog,pomeranian
Russian_Blue_156,11,cat,Russian_Blue
Persian_3,1,cat,Persian
english_setter_87,21,dog,english_setter
scottish_terrier_10,24,dog,scottish_terrier
yorkshire_terrier_196,25,dog,yorkshire_terrier
japanese_chin_120,22,dog,japanese_chin
Ragdoll_224,2,cat,Ragdoll
saint_bernard_28,32,dog,saint_bernard
japanese_chin_152,22,dog,japanese_chin
havanese_138,13,dog,havanese
english_setter_184,21,dog,english_setter
japanese_chin_126,22,dog,japanese_chin
leonberger_155,18,dog,leonberger
german_shorthaired_168,15,dog,german_shorthaired
japanese_chin_83,22,dog,japanese_chin
american_bulldog_185,36,dog,american_bulldog
american_pit_bull_terrier_45,26,dog,american_pit_bull_terrier
Sphynx_78,7,cat,Sphynx
american_pit_bull_terrier_137,26,dog,american_pit_bull_terrier
saint_bernard_97,32,dog,saint_bernard
Egyptian_Mau_107,0,cat,Egyptian_Mau
miniature_pinscher_14,19,dog,miniature_pinscher
chihuahua_18,23,dog,chihuahua
Siamese_81,5,cat,Siamese
Sphynx_85,7,cat,Sphynx
boxer_158,17,dog,boxer
Bengal_40,9,cat,Bengal
British_Shorthair_126,8,cat,British_Shorthair
scottish_terrier_18,24,dog,scottish_terrier
Ragdoll_104,2,cat,Ragdoll
pug_36,27,dog,pug
yorkshire_terrier_56,25,dog,yorkshire_terrier
american_pit_bull_terrier_120,26,dog,american_pit_bull_terrier
miniature_pinscher_24,19,dog,miniature_pinscher
staffordshire_bull_terrier_94,30,dog,staffordshire_bull_terrier
american_pit_bull_terrier_65,26,dog,american_pit_bull_terrier
newfoundland_200,34,dog,newfoundland
Bombay_122,3,cat,Bombay
scottish_terrier_79,24,dog,scottish_terrier
Ragdoll_187,2,cat,Ragdoll
newfoundland_22,34,dog,newfoundland
Siamese_247,5,cat,Siamese
german_shorthaired_13,15,dog,german_shorthaired
american_pit_bull_terrier_112,26,dog,american_pit_bull_terrier
Egyptian_Mau_68,0,cat,Egyptian_Mau
Ragdoll_258,2,cat,Ragdoll
Ragdoll_185,2,cat,Ragdoll
pug_157,27,dog,pug
havanese_37,13,dog,havanese
miniature_pinscher_97,19,dog,miniature_pinscher
great_pyrenees_186,12,dog,great_pyrenees
Persian_86,1,cat,Persian
havanese_151,13,dog,havanese
pug_101,27,dog,pug
miniature_pinscher_130,19,dog,miniature_pinscher
yorkshire_terrier_151,25,dog,yorkshire_terrier
shiba_inu_200,20,dog,shiba_inu
scottish_terrier_183,24,dog,scottish_terrier
